DiseaseId	Class
C0019243	C20
C0751343	C20
C2717865	C20
C0376407	C20
C1332206	C20
C0342288	C20
C1610605	C20
C0278764	C20
C1719404	C20
C2103602	C20
C0278844	C20
C0543699	C20
C0206019	C20
C0398777	C20
C3853540	C20
C1840253	C20
C2717905	C20
C0026470	C20
C2749659	C20
C2931299	C20
C0002994	C20
C0003907	C20
C0023492	C20
C0268742	C20
C1842398	C20
C0406537	C20
C0581392	C20
C1838261	C20
C0398709	C20
C1836623	C20
C0020523	C20
C0854866	C20
C0278879	C20
C1866048	C20
C3888796	C20
C0341702	C20
C1709666	C20
C0002016	C20
C2677092	C20
C0432408	C20
C1832586	C20
C0263313	C20
C0522274	C20
C4054727	C20
C0029077	C20
C0278791	C20
C2677792	C20
C0238239	C20
C2748363	C20
C0393799	C20
C0854818	C20
C3898582	C20
C0221026	C20
C0519037	C20
C0079740	C20
C0005859	C20
C1444844	C20
C2825741	C20
C1522378	C20
C0340092	C20
C2931757	C20
C4707728	C20
C0264413	C20
C0334634	C20
C0242992	C20
C1333177	C20
C1096155	C20
C0796126	C20
C0494261	C20
C1858968	C20
C0014761	C20
C1332985	C20
C3489724	C20
C0018203	C20
C4288409	C20
C0393665	C20
C2748557	C20
C1518004	C20
C0024303	C20
C0852451	C20
C4721444	C20
C1856128	C20
C4054543	C20
C0152267	C20
C0278619	C20
C0023464	C20
C2239290	C20
C1336548	C20
C1274310	C20
C2676232	C20
C0242597	C20
C0030489	C20
C4510147	C20
C0268743	C20
C0398776	C20
C3711850	C20
C0857899	C20
C3151189	C20
C0543698	C20
C0578870	C20
C0268124	C20
C1868679	C20
C0205710	C20
C0267437	C20
C0272137	C20
C0740372	C20
C3151078	C20
C0015263	C20
C0451693	C20
C0406650	C20
C0740919	C20
C2930802	C20
C0085409	C20
C0006413	C20
C0241932	C20
C1837028	C20
C1292777	C20
C1276072	C20
C0279582	C20
C1961099	C20
C1845076	C20
C0398650	C20
C1301365	C20
C0263316	C20
C0279591	C20
C0162526	C20
C0018378	C20
C0240211	C20
C4727071	C20
C0409999	C20
C4726581	C20
C1835828	C20
C1301361	C20
C2895166	C20
C3272830	C20
C1275303	C20
C1333782	C20
C1856255	C20
C3890733	C20
C4288080	C20
C4687714	C20
C0334633	C20
C1863239	C20
C1275298	C20
C0009769	C20
C0542571	C20
C1968689	C20
C0011854	C20
C0019693	C20
C0085574	C20
C3151085	C20
C1319853	C20
C0263347	C20
C1619738	C20
C3900111	C20
C1332042	C20
C1333063	C20
C1333064	C20
C0393847	C20
C0152266	C20
C0013374	C20
C3279824	C20
C4749335	C20
C0406409	C20
C0936243	C20
C0085110	C20
C0151436	C20
C0079731	C20
C2609176	C20
C1836437	C20
C0751324	C20
C0279541	C20
C2750068	C20
C0271737	C20
C0242583	C20
C2931758	C20
C1264624	C20
C4024843	C20
C0178468	C20
C1835916	C20
C1956132	C20
C0746351	C20
C1332214	C20
C0278769	C20
C0281241	C20
C4543811	C20
C0220597	C20
C0019699	C20
C1836032	C20
C0393664	C20
C4015214	C20
C1852146	C20
C2973529	C20
C0751881	C20
C0270942	C20
C0278762	C20
C0162451	C20
C0278763	C20
C1333800	C20
C0424810	C20
C0276548	C20
C0855146	C20
C1970472	C20
C1328840	C20
C0272242	C20
C4255079	C20
C1334633	C20
C1835829	C20
C1136084	C20
C0242584	C20
C0015634	C20
C0002390	C20
C0024306	C20
C0241910	C20
C0085860	C20
C4025186	C20
C0272132	C20
C0339165	C20
C0543687	C20
C3266628	C20
C1708272	C20
C0042386	C20
C1858391	C20
C0334660	C20
C0263338	C20
C0270202	C20
C0152268	C20
C0030807	C20
C1367652	C20
C0009447	C20
C0861154	C20
C1961102	C20
C0398795	C20
C3888104	C20
C3714758	C20
C1850053	C20
C0398648	C20
C1260881	C20
C1845073	C20
C1335483	C20
C0343757	C20
C0280248	C20
C0242380	C20
C0854867	C20
C3160847	C20
C1333984	C20
C0267422	C20
C0079758	C20
C0857305	C20
C1261392	C20
C4477053	C20
C0278519	C20
C0242338	C20
C0432562	C20
C0598798	C20
C1456792	C20
C1274788	C20
C0024302	C20
C0011615	C20
C1336749	C20
C1527304	C20
C0220748	C20
C0920350	C20
C1304408	C20
C0432487	C20
C1332978	C20
C0451694	C20
C0472813	C20
C0024299	C20
C0272051	C20
C4288893	C20
C0272278	C20
C1333430	C20
C0855090	C20
C0155883	C20
C0751958	C20
C1334815	C20
C1302772	C20
C0036830	C20
C4521004	C20
C0004031	C20
C0497391	C20
C0311370	C20
C1335482	C20
C4477091	C20
C0751964	C20
C0948343	C20
C1279265	C20
C1367654	C20
C0014059	C20
C1850900	C20
C0221027	C20
C0038325	C20
C0751871	C20
C0086196	C20
C0020981	C20
C3658302	C20
C0339808	C20
C0472814	C20
C1096070	C20
C0023485	C20
C0413235	C20
C0155880	C20
C0393819	C20
C0086438	C20
C2717906	C20
C0030809	C20
C1334749	C20
C0085859	C20
C3896961	C20
C4024723	C20
C1457897	C20
C1697744	C20
C1535942	C20
C3280642	C20
C0855082	C20
C0017531	C20
C1856263	C20
C4288927	C20
C1846059	C20
C0398775	C20
C0867389	C20
C0042170	C20
C0455990	C20
C0301918	C20
C0031903	C20
C0948242	C20
C3854437	C20
C4554344	C20
C0877055	C20
C4287864	C20
C1843256	C20
C0559470	C20
C1279481	C20
C0151638	C20
C0279584	C20
C0279583	C20
C0343752	C20
C2700553	C20
C3899278	C20
C2585570	C20
C0409675	C20
C1859648	C20
C2732697	C20
C2931171	C20
C0024793	C20
C1275293	C20
C3662487	C20
C0343755	C20
C0151205	C20
C2004493	C20
C0685894	C20
C2717884	C20
C0017665	C20
C0392607	C20
C4083008	C20
C0022972	C20
C0020522	C20
C0559469	C20
C0021070	C20
C1839304	C20
C4012790	C20
C0554876	C20
C0263224	C20
C1321546	C20
C1956390	C20
C1527336	C20
C2347747	C20
C1332078	C20
C0085278	C20
C1846545	C20
C0157917	C20
C0002883	C20
C3714542	C20
C0020097	C20
C3697170	C20
C0266273	C20
C0237967	C20
C1852092	C20
C1960047	C20
C1960046	C20
C0023486	C20
C1969086	C20
C0027873	C20
C0856825	C20
C0018854	C20
C0264478	C20
C0545080	C20
C0472817	C20
C1304224	C20
C0020455	C20
C0272240	C20
C3873531	C20
C0032587	C20
C0270627	C20
C2931429	C20
C0522628	C20
C0563312	C20
C0024307	C20
C0020102	C20
C0023443	C20
C1322281	C20
C1969799	C20
C3824769	C20
C0018621	C20
C3203653	C20
C0276535	C20
C3898105	C20
C1332942	C20
C1335693	C20
C0855112	C20
C1285175	C20
C0558916	C20
C0409980	C20
C0272238	C20
C0270710	C20
C0035228	C20
C1332059	C20
C0013182	C20
C1998346	C20
C4528210	C20
C0349533	C20
C0162824	C20
C3887645	C20
C1333172	C20
C0456863	C20
C4721452	C20
C1842763	C20
C0409983	C20
C0238399	C20
C0271333	C20
C3275445	C20
C0079748	C20
C1865372	C20
C0740415	C20
C0280803	C20
C0152092	C20
C2607914	C20
C0037050	C20
C4302857	C20
C0162285	C20
C0152230	C20
C0854094	C20
C0024312	C20
C0543697	C20
C1960459	C20
C0021071	C20
C1332633	C20
C4082167	C20
C0341714	C20
C1531608	C20
C1274167	C20
C0023656	C20
C0856716	C20
C0456889	C20
C1301362	C20
C0398703	C20
C0002792	C20
C1336755	C20
C0398597	C20
C4721414	C20
C1955860	C20
C1274161	C20
C0282616	C20
C0398689	C20
C0206182	C20
C0023453	C20
C0024141	C20
C0684913	C20
C0456877	C20
C1858266	C20
C4552078	C20
C0271294	C20
C0264480	C20
C1706410	C20
C1142553	C20
C0423791	C20
C1863769	C20
C4721531	C20
C0018852	C20
C0678185	C20
C1956131	C20
C1399819	C20
C0035457	C20
C2363142	C20
C1708397	C20
C0343467	C20
C1856245	C20
C1304177	C20
C2347126	C20
C4551538	C20
C0563307	C20
C1866426	C20
C1510415	C20
C1720956	C20
C0009766	C20
C0157743	C20
C1955861	C20
C0280427	C20
C2699508	C20
C0685889	C20
C0752335	C20
C1622814	C20
C0409979	C20
C1852700	C20
C1384600	C20
C1956130	C20
C0751965	C20
C1276146	C20
C0024305	C20
C1838260	C20
C2936664	C20
C1856251	C20
C1292753	C20
C1853965	C20
C0281658	C20
C0403529	C20
C0079757	C20
C1335701	C20
C0004099	C20
C1855472	C20
C1837065	C20
C1334658	C20
C0949570	C20
C1963718	C20
C0024304	C20
C1334968	C20
C0272126	C20
C1857798	C20
C0004364	C20
C0451696	C20
C3897042	C20
C2930862	C20
C3890205	C20
C0398764	C20
C0007965	C20
C0349680	C20
C0751878	C20
C1834751	C20
C0031306	C20
C0087031	C20
C0751339	C20
C0206180	C20
C1275128	C20
C0238051	C20
C2609129	C20
C0752334	C20
C1833275	C20
C1336842	C20
C0268381	C20
C1336077	C20
C0023484	C20
C0409652	C20
C1274989	C20
C0856836	C20
C1332051	C20
C3203657	C20
C0343047	C20
C2673536	C20
C0268757	C20
C0342337	C20
C1720649	C20
C1336841	C20
C0155877	C20
C1142081	C20
C4551512	C20
C1866040	C20
C1333878	C20
C1333297	C20
C0751967	C20
C0398691	C20
C2677481	C20
C4551557	C20
C0281479	C20
C0948627	C20
C2674723	C20
C2919502	C20
C4721532	C20
C4551546	C20
C0409667	C20
C3658301	C20
C0221232	C20
C3890176	C20
C0856835	C20
C0398701	C20
C4505456	C20
C0341305	C20
C1855771	C20
C0340971	C20
C4509932	C20
C0278840	C20
C0349649	C20
C0162820	C20
C0343751	C20
C0008728	C20
C0267807	C20
C0577620	C20
C1845117	C20
C1838259	C20
C0274306	C20
C1704378	C20
C1876175	C20
C0263610	C20
C2930809	C20
C1275465	C20
C0272118	C20
C1301145	C20
C4551910	C20
C0001403	C20
C1274933	C20
C0524988	C20
C2931517	C20
C1844376	C20
C1868476	C20
C1720728	C20
C0026948	C20
C0220644	C20
C0021053	C20
C1960048	C20
C1833218	C20
C2936665	C20
C0409651	C20
C0157742	C20
C0577627	C20
C4304022	C20
C2748536	C20
C0085090	C20
C0563306	C20
C0039483	C20
C1847827	C20
C0004096	C20
C2930824	C20
C0393929	C20
C1707549	C20
C0021051	C20
C1720821	C20
C0014518	C20
C0339143	C20
C0221207	C20
C0007773	C20
C0343640	C20
C1112486	C20
C0079747	C20
C0339164	C20
C4303137	C20
C0341106	C20
C0024899	C20
C0400936	C20
C1857728	C20
C0264408	C20
C1511306	C20
C3898125	C20
C0272263	C20
C4087124	C20
C0349644	C20
C0079746	C20
C1527225	C21
C0242992	C21
C0037050	C21
C0043528	C22
C0012118	C22
C0013467	C22
C0039010	C22
C0012754	C22
C0010418	C22
C0014371	C22
C0006023	C22
C0001752	C22
C0266999	C22
C0241893	C22
C0033839	C22
C0016867	C22
C0024106	C22
C0016629	C22
C0085164	C22
C0024667	C22
C0016514	C22
C0014736	C22
C0024788	C22
C1960454	C22
C0036118	C22
C0004426	C22
C4310512	C22
C0018835	C22
C0030524	C22
C0016697	C22
C0002016	C22
C0086942	C22
C0027983	C22
C2930674	C22
C0024025	C22
C0035613	C22
C0277154	C22
C0036457	C22
C0276849	C22
C0002797	C22
C0040559	C22
C0024793	C22
C0005866	C22
C0242301	C22
C1135869	C22
C0013570	C22
C2931859	C22
C0004576	C22
C0483368	C22
C4476477	C22
C0006008	C22
C0026851	C22
C0017162	C22
C0012602	C22
C0019188	C22
C2936323	C22
C1257925	C22
C0035637	C22
C1135993	C22
C0041307	C22
C0239055	C22
C0349086	C23
C0024437	C23
C2931803	C23
C0454601	C23
C0949628	C23
C0011992	C23
C0751706	C23
C1863769	C23
C0240958	C23
C0276088	C23
C0700178	C23
C0002453	C23
C0575059	C23
C0221005	C23
C0004239	C23
C2676231	C23
C0043168	C23
C0221473	C23
C2931364	C23
C0454655	C23
C0022283	C23
C0751565	C23
C0268312	C23
C0234398	C23
C1848204	C23
C0275703	C23
C1257806	C23
C0013395	C23
C1837640	C23
C0432408	C23
C0341047	C23
C1850534	C23
C0264732	C23
C0740418	C23
C1853564	C23
C0338487	C23
C1859648	C23
C0030591	C23
C0751648	C23
C1997092	C23
C0153690	C23
C0276668	C23
C0586738	C23
C0002018	C23
C0677600	C23
C1834703	C23
C0600520	C23
C0585187	C23
C0030587	C23
C1303258	C23
C4025572	C23
C2931707	C23
C0085635	C23
C0231341	C23
C1835882	C23
C4021536	C23
C4552000	C23
C0281778	C23
C1838027	C23
C0277799	C23
C0153257	C23
C0022346	C23
C0751511	C23
C1836525	C23
C4025295	C23
C4551986	C23
C2931455	C23
C4022428	C23
C0577655	C23
C0002623	C23
C0477633	C23
C4552001	C23
C0275544	C23
C0393520	C23
C1845050	C23
C0392185	C23
C0432409	C23
C0018200	C23
C0276908	C23
C0454651	C23
C3495091	C23
C0221030	C23
C0349415	C23
C0877445	C23
C0585540	C23
C1835253	C23
C3495144	C23
C0333291	C23
C0023186	C23
C2678480	C23
C0036396	C23
C0002622	C23
C4749578	C23
C0263478	C23
C1112211	C23
C0262591	C23
C0042940	C23
C0438434	C23
C0973461	C23
C0149770	C23
C0577698	C23
C0432230	C23
C0454597	C23
C0234146	C23
C1845146	C23
C1835888	C23
C0221152	C23
C1096721	C23
C0751506	C23
C1844662	C23
C1869117	C23
C0278076	C23
C0684338	C23
C2931716	C23
C1854061	C23
C0005904	C23
C0014800	C23
C0221047	C23
C1851102	C23
C1844016	C23
C3494361	C23
C0241700	C23
C0241982	C23
C0079035	C23
C0003129	C23
C0042928	C23
C1860834	C23
C0234303	C23
C0012716	C23
C0427065	C23
C0243026	C23
C0013428	C23
C0155016	C23
C1859878	C23
C0339537	C23
C0005754	C23
C0268634	C23
C0014126	C23
C0339815	C23
C0340978	C23
C0432246	C23
C1834759	C23
C0376288	C23
C0002418	C23
C0917967	C23
C0242036	C23
C0340561	C23
C0948242	C23
C0439053	C23
C0022610	C23
C0221333	C23
C4022682	C23
C0033687	C23
C0948775	C23
C0012684	C23
C0001511	C23
C1719788	C23
C0154254	C23
C0079352	C23
C3887548	C23
C0080203	C23
C4303594	C23
C2676772	C23
C0277150	C23
C0263218	C23
C4749281	C23
C0014067	C23
C0005612	C23
C1835881	C23
C1859598	C23
C0333293	C23
C1846176	C23
C0232259	C23
C0004158	C23
C0431368	C23
C4025298	C23
C0311269	C23
C0030922	C23
C2936846	C23
C0277337	C23
C0266893	C23
C0263421	C23
C0013937	C23
C0751358	C23
C1313983	C23
C0233844	C23
C3887938	C23
C0008033	C23
C1860244	C23
C0003855	C23
C2931031	C23
C0473118	C23
C0032578	C23
C0259813	C23
C0574002	C23
C1853398	C23
C1836439	C23
C4274665	C23
C0221166	C23
C1843697	C23
C0751509	C23
C0267672	C23
C0042818	C23
C0220870	C23
C0265223	C23
C2931521	C23
C1836038	C23
C0085602	C23
C0151517	C23
C4021759	C23
C3887980	C23
C0232491	C23
C2931559	C23
C1834478	C23
C1836780	C23
C0277794	C23
C4021538	C23
C1135869	C23
C0232493	C23
C0221764	C23
C0033587	C23
C0262525	C23
C0276273	C23
C0221184	C23
C0154946	C23
C0232347	C23
C0581883	C23
C0175691	C23
C0338488	C23
C0393738	C23
C0023218	C23
C0042140	C23
C0920253	C23
C0595948	C23
C0339789	C23
C0031022	C23
C0221270	C23
C0431406	C23
C0574785	C23
C3665347	C23
C0751460	C23
C1302995	C23
C0231529	C23
C0234529	C23
C0162674	C23
C2931638	C23
C0023654	C23
C0454592	C23
C0221052	C23
C1862683	C23
C0267471	C23
C0043020	C23
C0877848	C23
C4551957	C23
C0267809	C23
C4022757	C23
C4732764	C23
C0751407	C23
C0341217	C23
C0585052	C23
C0575064	C23
C0232849	C23
C0030486	C23
C0275518	C23
C2678303	C23
C0021775	C23
C1112601	C23
C0600519	C23
C0085624	C23
C0752262	C23
C4021786	C23
C0001510	C23
C2676739	C23
C1970200	C23
C1827396	C23
C1861512	C23
C1869122	C23
C4317109	C23
C0232487	C23
C0877172	C23
C4552130	C23
C0232943	C23
C2931488	C23
C0340305	C23
C2936833	C23
C0034066	C23
C0032617	C23
C0019079	C23
C1536220	C23
C4749304	C23
C0333294	C23
C0342288	C23
C1862932	C23
C1846784	C23
C2931500	C23
C0003537	C23
C0236000	C23
C0451819	C23
C0349390	C23
C0242723	C23
C0003546	C23
C0221629	C23
C0015938	C23
C0454600	C23
C4048268	C23
C2748515	C23
C0431691	C23
C0016512	C23
C0339649	C23
C1853566	C23
C0340288	C23
C0452136	C23
C0014065	C23
C0220775	C23
C4721772	C23
C0085594	C23
C1837822	C23
C1857253	C23
C0221348	C23
C0013491	C23
C2931928	C23
C0263353	C23
C0264272	C23
C1861028	C23
C3281034	C23
C1970253	C23
C0267398	C23
C0018975	C23
C4022832	C23
C0221169	C23
C0080276	C23
C0677659	C23
C1881170	C23
C0456086	C23
C0577660	C23
C2931757	C23
C0030590	C23
C2931401	C23
C3502353	C23
C0034895	C23
C0277821	C23
C0456103	C23
C0033922	C23
C0003550	C23
C0221773	C23
C0341266	C23
C0221775	C23
C2676788	C23
C0012619	C23
C0598766	C23
C0277839	C23
C0454560	C23
C0596263	C23
C0275919	C23
C0085660	C23
C0268379	C23
C4024170	C23
C4048297	C23
C0342341	C23
C0241136	C23
C0920296	C23
C0917816	C23
C0001816	C23
C4024210	C23
C0085663	C23
C0333873	C23
C0520904	C23
C1970195	C23
C1970309	C23
C0394005	C23
C3698239	C23
C2937224	C23
C0686347	C23
C0030794	C23
C1955603	C23
C0001825	C23
C0432269	C23
C3281201	C23
C0740441	C23
C1836012	C23
C0220730	C23
C0151701	C23
C0042963	C23
C0276085	C23
C0149854	C23
C1142448	C23
C0795803	C23
C1836694	C23
C0231519	C23
C0542223	C23
C0078888	C23
C1836696	C23
C0887799	C23
C4225351	C23
C0042790	C23
C0338650	C23
C1847164	C23
C0042798	C23
C4706556	C23
C0476306	C23
C0474520	C23
C1970440	C23
C0334050	C23
C1836508	C23
C0015814	C23
C0151603	C23
C0036992	C23
C0751496	C23
C0264487	C23
C0267561	C23
C0018784	C23
C0278134	C23
C0035126	C23
C1868598	C23
C2677106	C23
C0278141	C23
C0030552	C23
C0151879	C23
C0021368	C23
C0030975	C23
C0395971	C23
C1844654	C23
C2146481	C23
C0395973	C23
C0334092	C23
C0278152	C23
C1321898	C23
C0276640	C23
C3536587	C23
C0231686	C23
C0003564	C23
C0349391	C23
C0795839	C23
C0751508	C23
C0477360	C23
C0751456	C23
C0003578	C23
C0233762	C23
C3501912	C23
C0278211	C23
C0281899	C23
C0233763	C23
C0016579	C23
C0795846	C23
C4025256	C23
C0233765	C23
C1847507	C23
C1837229	C23
C0002938	C23
C0751512	C23
C1863061	C23
C1835265	C23
C0023869	C23
C0457949	C23
C0334192	C23
C0272387	C23
C0003962	C23
C2931577	C23
C1854368	C23
C4025264	C23
C2315694	C23
C0264345	C23
C0751471	C23
C0013405	C23
C0002962	C23
C1688637	C23
C0458257	C23
C0233773	C23
C0917808	C23
C1333468	C23
C0339730	C23
C3501835	C23
C0333693	C23
C0342513	C23
C0037763	C23
C1863561	C23
C0391922	C23
C0948031	C23
C1836149	C23
C0274295	C23
C0042582	C23
C0034189	C23
C0004610	C23
C4082167	C23
C1836199	C23
C4021979	C23
C0432201	C23
C4304578	C23
C1846149	C23
C0152169	C23
C0156273	C23
C1394494	C23
C0443306	C23
C0234996	C23
C0015411	C23
C0585051	C23
C0752257	C23
C0333983	C23
C1847609	C23
C0267812	C23
C3887875	C23
C1845446	C23
C0342548	C23
C0025568	C23
C1847626	C23
C0005758	C23
C3810445	C23
C0035320	C23
C1863659	C23
C0042782	C23
C2936381	C23
C1306860	C23
C2931817	C23
C0263641	C23
C4022889	C23
C1853507	C23
C2931820	C23
C0751494	C23
C3553250	C23
C4305072	C23
C0948825	C23
C0031144	C23
C1866039	C23
C0795821	C23
C0795927	C23
C0019559	C23
C0543891	C23
C0001925	C23
C0684256	C23
C1859520	C23
C1845546	C23
C1843643	C23
C0232292	C23
C1844836	C23
C0398650	C23
C0000737	C23
C1837639	C23
C1855923	C23
C0795934	C23
C0151888	C23
C0085583	C23
C3714506	C23
C0567085	C23
C0151889	C23
C0005911	C23
C0004310	C23
C0031019	C23
C0751507	C23
C0031256	C23
C1301797	C23
C3668822	C23
C0013384	C23
C0263505	C23
C0339662	C23
C0234238	C23
C0039240	C23
C0432242	C23
C0452143	C23
C1863767	C23
C0234243	C23
C0752196	C23
C0234244	C23
C0240952	C23
C3824872	C23
C1835798	C23
C0005699	C23
C0221033	C23
C4727832	C23
C2749936	C23
C0234249	C23
C1863062	C23
C0267988	C23
C0085610	C23
C0242473	C23
C0232495	C23
C1274924	C23
C4021542	C23
C1876166	C23
C1863557	C23
C1853702	C23
C0234254	C23
C0339697	C23
C0949445	C23
C0002170	C23
C0021818	C23
C0004604	C23
C0234502	C23
C0272419	C23
C0234297	C23
C0699949	C23
C0006009	C23
C0234298	C23
C1333967	C23
C0221785	C23
C0520474	C23
C0234300	C23
C0920289	C23
C0233777	C23
C0234302	C23
C0700078	C23
C0043379	C23
C1279296	C23
C3275447	C23
C4476813	C23
C0264949	C23
C0234304	C23
C0339808	C23
C4510110	C23
C0422852	C23
C0033046	C23
C0750908	C23
C0231912	C23
C0025062	C23
C0234319	C23
C0023012	C23
C0920372	C23
C0234357	C23
C0035508	C23
C0474366	C23
C0234362	C23
C0023014	C23
C0268074	C23
C0023015	C23
C3275487	C23
C0085625	C23
C0008298	C23
C4021567	C23
C1843895	C23
C2711248	C23
C1835854	C23
C0221061	C23
C0031873	C23
C0234372	C23
C0432221	C23
C0221065	C23
C0234373	C23
C2673759	C23
C0432289	C23
C1843920	C23
C1860315	C23
C0017494	C23
C1504405	C23
C0277192	C23
C0700225	C23
C1843942	C23
C2037047	C23
C3150939	C23
C0221150	C23
C0013528	C23
C0234378	C23
C0034642	C23
C3899369	C23
C0036651	C23
C1879328	C23
C1837845	C23
C0015934	C23
C0234381	C23
C1303073	C23
C3150943	C23
C4511053	C23
C1856186	C23
C0152020	C23
C1860972	C23
C1834405	C23
C0332887	C23
C1832597	C23
C0085637	C23
C0234435	C23
C0234233	C23
C0006262	C23
C0234447	C23
C1850627	C23
C0038355	C23
C0034887	C23
C0234458	C23
C4022830	C23
C0036091	C23
C0796037	C23
C4551512	C23
C2062713	C23
C0546959	C23
C1261120	C23
C0333519	C23
C0234462	C23
C0333523	C23
C2750234	C23
C0265116	C23
C1320474	C23
C1261392	C23
C0752351	C23
C4025576	C23
C0025261	C23
C0234474	C23
C0151539	C23
C0235660	C23
C0001349	C23
C0234482	C23
C0546968	C23
C0085659	C23
C0796063	C23
C0002793	C23
C1863870	C23
C1850674	C23
C0740394	C23
C2750325	C23
C0265201	C23
C0233565	C23
C0431415	C23
C0269133	C23
C0399474	C23
C1527225	C23
C1518005	C23
C0751478	C23
C0878773	C23
C0221210	C23
C2750404	C23
C0234509	C23
C0596377	C23
C1142307	C23
C0013911	C23
C1859877	C23
C1384666	C23
C0333875	C23
C0340235	C23
C1842138	C23
C4025811	C23
C0234306	C23
C0016199	C23
C0234517	C23
C0701824	C23
C1832812	C23
C0497406	C23
C0340278	C23
C1864445	C23
C0476254	C23
C0278061	C23
C0234518	C23
C0686619	C23
C0549143	C23
C0234523	C23
C1838167	C23
C0231528	C23
C0036280	C23
C4518339	C23
C0476273	C23
C1854158	C23
C0036305	C23
C1262117	C23
C0221232	C23
C0152089	C23
C0432442	C23
C0340293	C23
C1867020	C23
C4477086	C23
C0234375	C23
C4023179	C23
C0012833	C23
C0278114	C23
C1861325	C23
C0278115	C23
C0005683	C23
C0340319	C23
C0518179	C23
C4305134	C23
C0476481	C23
C0038525	C23
C0333307	C23
C1845285	C23
C0238045	C23
C4024789	C23
C1853271	C23
C0795833	C23
C1285291	C23
C0149530	C23
C0155943	C23
C0751953	C23
C1857811	C23
C2931713	C23
C0271197	C23
C3150953	C23
C0278183	C23
C0518988	C23
C0278184	C23
C0025323	C23
C0178298	C23
C0042909	C23
C0400943	C23
C1844677	C23
C0035234	C23
C0334114	C23
C1290073	C23
C4275164	C23
C1263666	C23
C1842371	C23
C4023222	C23
C0424071	C23
C0042929	C23
C1844678	C23
C0796124	C23
C0342870	C23
C2931753	C23
C0233766	C23
C0233767	C23
C0265226	C23
C0152115	C23
C0268501	C23
C0694539	C23
C1956258	C23
C0085702	C23
C0035281	C23
C0581882	C23
C0234476	C23
C0025363	C23
C0233771	C23
C0234966	C23
C0748355	C23
C0401067	C23
C1527384	C23
C0005742	C23
C0751473	C23
C0442774	C23
C1512433	C23
C1327919	C23
C4552061	C23
C0401151	C23
C0751529	C23
C4304530	C23
C1142262	C23
C0233776	C23
C1512981	C23
C0475858	C23
C3852953	C23
C0271321	C23
C0699731	C23
C1847584	C23
C0149696	C23
C0729555	C23
C0220994	C23
C1855843	C23
C1842466	C23
C3472181	C23
C0233794	C23
C0679441	C23
C0233796	C23
C0158940	C23
C1837530	C23
C4053506	C23
C4025671	C23
C3495588	C23
C0035317	C23
C0312422	C23
C1838391	C23
C0232058	C23
C0238637	C23
C1836217	C23
C0032568	C23
C1861457	C23
C3495591	C23
C0342942	C23
C1867468	C23
C1863655	C23
C0392115	C23
C0235044	C23
C2936816	C23
C0156353	C23
C0234132	C23
C0342957	C23
C0235055	C23
C1837608	C23
C1836284	C23
C0751558	C23
C0234144	C23
C0235078	C23
C1835614	C23
C0278110	C23
C0451697	C23
C4023370	C23
C0520676	C23
C1864723	C23
C0262493	C23
C0751354	C23
C0234162	C23
C4054476	C23
C0751564	C23
C0235083	C23
C0334276	C23
C1854466	C23
C0271844	C23
C0743002	C23
C0235095	C23
C1848641	C23
C1845567	C23
C1865366	C23
C0003113	C23
C1835672	C23
C1864746	C23
C0039232	C23
C0032768	C23
C0032787	C23
C0234221	C23
C0234656	C23
C0035354	C23
C1845668	C23
C1836929	C23
C0032797	C23
C3854460	C23
C1838569	C23
C0003126	C23
C0032805	C23
C0268875	C23
C0026106	C23
C2750791	C23
C1867923	C23
C0553642	C23
C0036690	C23
C1864818	C23
C4317123	C23
C0282631	C23
C1969053	C23
C4025320	C23
C0004403	C23
C1845845	C23
C0520757	C23
C0235229	C23
C0026205	C23
C2673584	C23
C1861675	C23
C0339693	C23
C0149793	C23
C0234251	C23
C0013404	C23
C0220650	C23
C0232498	C23
C0234253	C23
C0085074	C23
C1836438	C23
C0162292	C23
C0034155	C23
C0018128	C23
C0234259	C23
C0795974	C23
C0019825	C23
C0751144	C23
C0036868	C23
C0020564	C23
C0454568	C23
C0751831	C23
C0333113	C23
C0085614	C23
C4551676	C23
C0751836	C23
C0454578	C23
C4317171	C23
C0751837	C23
C4022166	C23
C0018194	C23
C0026351	C23
C0422837	C23
C1842870	C23
C0239377	C23
C0454594	C23
C0221391	C23
C0520909	C23
C0162311	C23
C0524595	C23
C0235287	C23
C1836460	C23
C0235299	C23
C0239454	C23
C4024923	C23
C0520947	C23
C2937228	C23
C0033074	C23
C0242596	C23
C0600518	C23
C0520962	C23
C4021222	C23
C0520966	C23
C4551685	C23
C0036974	C23
C0006110	C23
C0454606	C23
C0265000	C23
C0342286	C23
C0007166	C23
C0751189	C23
C0265286	C23
C0036982	C23
C0238305	C23
C4554120	C23
C0036983	C23
C0033138	C23
C0751195	C23
C0036986	C23
C0860439	C23
C0235419	C23
C2675463	C23
C0589368	C23
C1846009	C23
C0270075	C23
C0018273	C23
C0239777	C23
C1864871	C23
C4023499	C23
C4022417	C23
C4704753	C23
C0521516	C23
C0270173	C23
C1720189	C23
C0239783	C23
C1260894	C23
C4511005	C23
C0521532	C23
C0149893	C23
C1864873	C23
C0235522	C23
C1720416	C23
C1854882	C23
C1519665	C23
C0342639	C23
C0302511	C23
C3829514	C23
C1864148	C23
C4704955	C23
C1835896	C23
C1837884	C23
C1848947	C23
C0026686	C23
C0455990	C23
C0009460	C23
C0017565	C23
